Asset ID,Origination Date,Total Advance,Total EMI,Payment Date,Payment Amount,Cohort,Elapsed Month
567,2024-01-31,17160,20540,2024-03-13,860,2024-01,2
567,2024-01-31,17160,20540,2024-03-20,860,2024-01,2
567,2024-01-31,17160,20540,2024-03-27,860,2024-01,2
567,2024-01-31,17160,20540,2024-04-03,860,2024-01,3
567,2024-01-31,17160,20540,2024-04-10,860,2024-01,3
567,2024-01-31,17160,20540,2024-04-17,860,2024-01,3
567,2024-01-31,17160,20540,2024-04-24,860,2024-01,3
567,2024-01-31,17160,20540,2024-05-01,860,2024-01,4
567,2024-01-31,17160,20540,2024-05-08,860,2024-01,4
567,2024-01-31,17160,20540,2024-05-15,860,2024-01,4
567,2024-01-31,17160,20540,2024-05-22,860,2024-01,4
567,2024-01-31,17160,20540,2024-05-29,860,2024-01,4
567,2024-01-31,17160,20540,2024-06-05,860,2024-01,5
567,2024-01-31,17160,20540,2024-06-12,860,2024-01,5
567,2024-01-31,17160,20540,2024-06-19,860,2024-01,5
567,2024-01-31,17160,20540,2024-06-26,860,2024-01,5
567,2024-01-31,17160,20540,2024-07-03,860,2024-01,6
567,2024-01-31,17160,20540,2024-07-10,860,2024-01,6
567,2024-01-31,17160,20540,2024-07-17,760,2024-01,6
722,2024-02-17,16100,21390,2024-02-24,892,2024-02,0
722,2024-02-17,16100,21390,2024-03-02,892,2024-02,1
722,2024-02-17,16100,21390,2024-03-09,892,2024-02,1
722,2024-02-17,16100,21390,2024-03-16,892,2024-02,1
722,2024-02-17,16100,21390,2024-03-23,892,2024-02,1
722,2024-02-17,16100,21390,2024-03-30,892,2024-02,1
722,2024-02-17,16100,21390,2024-04-06,892,2024-02,2
722,2024-02-17,16100,21390,2024-04-13,500,2024-02,2
722,2024-02-17,16100,21390,2024-04-20,1285,2024-02,2
722,2024-02-17,16100,21390,2024-04-27,892,2024-02,2
722,2024-02-17,16100,21390,2024-05-04,892,2024-02,3
722,2024-02-17,16100,21390,2024-05-11,500,2024-02,3
722,2024-02-17,16100,21390,2024-05-18,0,2024-02,3
722,2024-02-17,16100,21390,2024-05-25,0,2024-02,3
722,2024-02-17,16100,21390,2024-06-01,0,2024-02,4
722,2024-02-17,16100,21390,2024-06-08,2560,2024-02,4
722,2024-02-17,16100,21390,2024-06-15,1000,2024-02,4
722,2024-02-17,16100,21390,2024-06-22,0,2024-02,4
722,2024-02-17,16100,21390,2024-06-29,1500,2024-02,4
722,2024-02-17,16100,21390,2024-07-06,0,2024-02,5
722,2024-02-17,16100,21390,2024-07-13,0,2024-02,5
722,2024-02-17,16100,21390,2024-07-20,0,2024-02,5
722,2024-02-17,16100,21390,2024-07-27,0,2024-02,5
722,2024-02-17,16100,21390,2024-08-03,6017,2024-02,6
723,2024-01-28,11050,13260,2024-02-04,610,2024-01,1
723,2024-01-28,11050,13260,2024-02-11,610,2024-01,1
723,2024-01-28,11050,13260,2024-02-18,610,2024-01,1
723,2024-01-28,11050,13260,2024-02-25,610,2024-01,1
723,2024-01-28,11050,13260,2024-03-03,610,2024-01,2
723,2024-01-28,11050,13260,2024-03-10,610,2024-01,2
723,2024-01-28,11050,13260,2024-03-17,610,2024-01,2
723,2024-01-28,11050,13260,2024-03-24,610,2024-01,2
723,2024-01-28,11050,13260,2024-03-31,610,2024-01,2
723,2024-01-28,11050,13260,2024-04-07,610,2024-01,3
723,2024-01-28,11050,13260,2024-04-14,610,2024-01,3
723,2024-01-28,11050,13260,2024-04-21,610,2024-01,3
723,2024-01-28,11050,13260,2024-04-28,610,2024-01,3
723,2024-01-28,11050,13260,2024-05-05,600,2024-01,4
723,2024-01-28,11050,13260,2024-05-12,600,2024-01,4
723,2024-01-28,11050,13260,2024-05-19,610,2024-01,4
723,2024-01-28,11050,13260,2024-05-26,600,2024-01,4
723,2024-01-28,11050,13260,2024-06-02,600,2024-01,5
723,2024-01-28,11050,13260,2024-06-09,600,2024-01,5
723,2024-01-28,11050,13260,2024-06-16,600,2024-01,5
723,2024-01-28,11050,13260,2024-06-23,600,2024-01,5
723,2024-01-28,11050,13260,2024-06-30,520,2024-01,5
724,2024-02-20,11000,14680,2024-02-27,610,2024-02,0
724,2024-02-20,11000,14680,2024-03-05,615,2024-02,1
724,2024-02-20,11000,14680,2024-03-12,610,2024-02,1
724,2024-02-20,11000,14680,2024-03-19,615,2024-02,1
724,2024-02-20,11000,14680,2024-03-26,610,2024-02,1
724,2024-02-20,11000,14680,2024-04-02,610,2024-02,2
724,2024-02-20,11000,14680,2024-04-09,630,2024-02,2
724,2024-02-20,11000,14680,2024-04-16,610,2024-02,2
724,2024-02-20,11000,14680,2024-04-23,610,2024-02,2
724,2024-02-20,11000,14680,2024-04-30,610,2024-02,2
724,2024-02-20,11000,14680,2024-05-07,610,2024-02,3
724,2024-02-20,11000,14680,2024-05-14,615,2024-02,3
724,2024-02-20,11000,14680,2024-05-21,610,2024-02,3
724,2024-02-20,11000,14680,2024-05-28,615,2024-02,3
724,2024-02-20,11000,14680,2024-06-04,615,2024-02,4
724,2024-02-20,11000,14680,2024-06-11,610,2024-02,4
724,2024-02-20,11000,14680,2024-06-18,610,2024-02,4
724,2024-02-20,11000,14680,2024-06-25,610,2024-02,4
724,2024-02-20,11000,14680,2024-07-02,610,2024-02,5
724,2024-02-20,11000,14680,2024-07-09,610,2024-02,5
724,2024-02-20,11000,14680,2024-07-16,610,2024-02,5
724,2024-02-20,11000,14680,2024-07-23,0,2024-02,5
724,2024-02-20,11000,14680,2024-07-30,1210,2024-02,5
724,2024-02-20,11000,14680,2024-10-28,615,2024-02,8
725,2024-02-20,14000,18600,2024-02-27,775,2024-02,0
725,2024-02-20,14000,18600,2024-03-05,775,2024-02,1
725,2024-02-20,14000,18600,2024-03-12,775,2024-02,1
725,2024-02-20,14000,18600,2024-03-19,775,2024-02,1
725,2024-02-20,14000,18600,2024-03-26,775,2024-02,1
725,2024-02-20,14000,18600,2024-04-02,775,2024-02,2
725,2024-02-20,14000,18600,2024-04-09,775,2024-02,2
725,2024-02-20,14000,18600,2024-04-16,775,2024-02,2
725,2024-02-20,14000,18600,2024-04-23,775,2024-02,2
725,2024-02-20,14000,18600,2024-04-30,775,2024-02,2
725,2024-02-20,14000,18600,2024-05-07,775,2024-02,3
725,2024-02-20,14000,18600,2024-05-14,775,2024-02,3
725,2024-02-20,14000,18600,2024-05-21,775,2024-02,3
725,2024-02-20,14000,18600,2024-05-28,775,2024-02,3
725,2024-02-20,14000,18600,2024-06-04,775,2024-02,4
725,2024-02-20,14000,18600,2024-06-11,775,2024-02,4
725,2024-02-20,14000,18600,2024-06-18,775,2024-02,4
725,2024-02-20,14000,18600,2024-06-25,775,2024-02,4
725,2024-02-20,14000,18600,2024-07-02,775,2024-02,5
725,2024-02-20,14000,18600,2024-07-09,775,2024-02,5
725,2024-02-20,14000,18600,2024-07-16,775,2024-02,5
725,2024-02-20,14000,18600,2024-07-23,775,2024-02,5
725,2024-02-20,14000,18600,2024-07-30,775,2024-02,5
725,2024-02-20,14000,18600,2024-08-06,775,2024-02,6
726,2024-02-20,8000,10720,2024-02-27,447,2024-02,0
726,2024-02-20,8000,10720,2024-03-05,447,2024-02,1
726,2024-02-20,8000,10720,2024-03-12,447,2024-02,1
726,2024-02-20,8000,10720,2024-03-19,447,2024-02,1
726,2024-02-20,8000,10720,2024-03-26,447,2024-02,1
726,2024-02-20,8000,10720,2024-04-02,447,2024-02,2
726,2024-02-20,8000,10720,2024-04-09,447,2024-02,2
726,2024-02-20,8000,10720,2024-04-16,447,2024-02,2
726,2024-02-20,8000,10720,2024-04-23,447,2024-02,2
726,2024-02-20,8000,10720,2024-04-30,447,2024-02,2
726,2024-02-20,8000,10720,2024-05-07,447,2024-02,3
726,2024-02-20,8000,10720,2024-05-14,447,2024-02,3
726,2024-02-20,8000,10720,2024-05-21,447,2024-02,3
726,2024-02-20,8000,10720,2024-05-28,447,2024-02,3
726,2024-02-20,8000,10720,2024-06-04,447,2024-02,4
726,2024-02-20,8000,10720,2024-06-11,447,2024-02,4
726,2024-02-20,8000,10720,2024-06-18,447,2024-02,4
726,2024-02-20,8000,10720,2024-06-25,447,2024-02,4
726,2024-02-20,8000,10720,2024-07-02,447,2024-02,5
726,2024-02-20,8000,10720,2024-07-09,447,2024-02,5
726,2024-02-20,8000,10720,2024-07-16,447,2024-02,5
726,2024-02-20,8000,10720,2024-07-23,0,2024-02,5
726,2024-02-20,8000,10720,2024-07-30,886,2024-02,5
726,2024-02-20,8000,10720,2024-10-28,447,2024-02,8
727,2024-02-20,16100,21390,2024-02-27,900,2024-02,0
727,2024-02-20,16100,21390,2024-03-05,900,2024-02,1
727,2024-02-20,16100,21390,2024-03-12,900,2024-02,1
727,2024-02-20,16100,21390,2024-03-19,900,2024-02,1
727,2024-02-20,16100,21390,2024-03-26,900,2024-02,1
727,2024-02-20,16100,21390,2024-04-02,900,2024-02,2
727,2024-02-20,16100,21390,2024-04-09,900,2024-02,2
727,2024-02-20,16100,21390,2024-04-16,900,2024-02,2
727,2024-02-20,16100,21390,2024-04-23,900,2024-02,2
727,2024-02-20,16100,21390,2024-04-30,900,2024-02,2
727,2024-02-20,16100,21390,2024-05-07,900,2024-02,3
727,2024-02-20,16100,21390,2024-05-14,900,2024-02,3
727,2024-02-20,16100,21390,2024-05-21,900,2024-02,3
727,2024-02-20,16100,21390,2024-05-28,900,2024-02,3
727,2024-02-20,16100,21390,2024-06-04,900,2024-02,4
727,2024-02-20,16100,21390,2024-06-11,900,2024-02,4
727,2024-02-20,16100,21390,2024-06-18,900,2024-02,4
727,2024-02-20,16100,21390,2024-06-25,900,2024-02,4
727,2024-02-20,16100,21390,2024-07-02,900,2024-02,5
727,2024-02-20,16100,21390,2024-07-09,900,2024-02,5
727,2024-02-20,16100,21390,2024-07-16,900,2024-02,5
727,2024-02-20,16100,21390,2024-07-23,900,2024-02,5
727,2024-02-20,16100,21390,2024-07-30,900,2024-02,5
727,2024-02-20,16100,21390,2024-08-06,690,2024-02,6
728,2024-02-22,11000,14680,2024-02-29,612,2024-02,0
728,2024-02-22,11000,14680,2024-03-07,612,2024-02,1
728,2024-02-22,11000,14680,2024-03-14,612,2024-02,1
728,2024-02-22,11000,14680,2024-03-21,612,2024-02,1
728,2024-02-22,11000,14680,2024-03-28,612,2024-02,1
728,2024-02-22,11000,14680,2024-04-04,612,2024-02,2
728,2024-02-22,11000,14680,2024-04-11,612,2024-02,2
728,2024-02-22,11000,14680,2024-04-18,612,2024-02,2
728,2024-02-22,11000,14680,2024-04-25,100,2024-02,2
728,2024-02-22,11000,14680,2024-05-02,2000,2024-02,3
728,2024-02-22,11000,14680,2024-05-09,0,2024-02,3
728,2024-02-22,11000,14680,2024-05-16,100,2024-02,3
728,2024-02-22,11000,14680,2024-05-23,100,2024-02,3
728,2024-02-22,11000,14680,2024-05-30,100,2024-02,3
728,2024-02-22,11000,14680,2024-06-06,2148,2024-02,4
728,2024-02-22,11000,14680,2024-06-13,612,2024-02,4
728,2024-02-22,11000,14680,2024-06-20,100,2024-02,4
728,2024-02-22,11000,14680,2024-06-27,612,2024-02,4
728,2024-02-22,11000,14680,2024-07-04,100,2024-02,5
728,2024-02-22,11000,14680,2024-07-11,612,2024-02,5
728,2024-02-22,11000,14680,2024-07-18,612,2024-02,5
728,2024-02-22,11000,14680,2024-07-25,612,2024-02,5
728,2024-02-22,11000,14680,2024-08-01,100,2024-02,6
728,2024-02-22,11000,14680,2024-08-08,1985,2024-02,6
729,2024-02-27,16100,21390,2024-03-05,892,2024-02,1
729,2024-02-27,16100,21390,2024-03-12,892,2024-02,1
729,2024-02-27,16100,21390,2024-03-19,892,2024-02,1
729,2024-02-27,16100,21390,2024-03-26,892,2024-02,1
729,2024-02-27,16100,21390,2024-04-02,892,2024-02,2
729,2024-02-27,16100,21390,2024-04-09,892,2024-02,2
729,2024-02-27,16100,21390,2024-04-16,892,2024-02,2
729,2024-02-27,16100,21390,2024-04-23,892,2024-02,2
729,2024-02-27,16100,21390,2024-04-30,892,2024-02,2
729,2024-02-27,16100,21390,2024-05-07,892,2024-02,3
729,2024-02-27,16100,21390,2024-05-14,892,2024-02,3
729,2024-02-27,16100,21390,2024-05-21,892,2024-02,3
729,2024-02-27,16100,21390,2024-05-28,892,2024-02,3
729,2024-02-27,16100,21390,2024-06-04,892,2024-02,4
729,2024-02-27,16100,21390,2024-06-11,892,2024-02,4
729,2024-02-27,16100,21390,2024-06-18,891,2024-02,4
729,2024-02-27,16100,21390,2024-06-25,891,2024-02,4
729,2024-02-27,16100,21390,2024-07-02,891,2024-02,5
729,2024-02-27,16100,21390,2024-07-09,891,2024-02,5
729,2024-02-27,16100,21390,2024-07-16,891,2024-02,5
729,2024-02-27,16100,21390,2024-07-23,0,2024-02,5
729,2024-02-27,16100,21390,2024-07-30,1000,2024-02,5
729,2024-02-27,16100,21390,2024-08-06,1000,2024-02,6
729,2024-02-27,16100,21390,2024-08-13,1555,2024-02,6
730,2024-02-27,11200,14880,2024-03-05,620,2024-02,1
730,2024-02-27,11200,14880,2024-03-12,620,2024-02,1
730,2024-02-27,11200,14880,2024-03-19,620,2024-02,1
730,2024-02-27,11200,14880,2024-03-26,620,2024-02,1
730,2024-02-27,11200,14880,2024-04-02,620,2024-02,2
730,2024-02-27,11200,14880,2024-04-09,620,2024-02,2
730,2024-02-27,11200,14880,2024-04-16,620,2024-02,2
730,2024-02-27,11200,14880,2024-04-23,620,2024-02,2
730,2024-02-27,11200,14880,2024-04-30,620,2024-02,2
730,2024-02-27,11200,14880,2024-05-07,620,2024-02,3
730,2024-02-27,11200,14880,2024-05-14,620,2024-02,3
730,2024-02-27,11200,14880,2024-05-21,620,2024-02,3
730,2024-02-27,11200,14880,2024-05-28,620,2024-02,3
730,2024-02-27,11200,14880,2024-06-04,620,2024-02,4
730,2024-02-27,11200,14880,2024-06-11,620,2024-02,4
730,2024-02-27,11200,14880,2024-06-18,620,2024-02,4
730,2024-02-27,11200,14880,2024-06-25,620,2024-02,4
730,2024-02-27,11200,14880,2024-07-02,620,2024-02,5
730,2024-02-27,11200,14880,2024-07-09,620,2024-02,5
730,2024-02-27,11200,14880,2024-07-16,620,2024-02,5
730,2024-02-27,11200,14880,2024-07-23,0,2024-02,5
730,2024-02-27,11200,14880,2024-07-30,1240,2024-02,5
730,2024-02-27,11200,14880,2024-08-06,620,2024-02,6
730,2024-02-27,11200,14880,2024-08-13,620,2024-02,6
731,2024-02-27,8400,11220,2024-03-05,468,2024-02,1
731,2024-02-27,8400,11220,2024-03-12,468,2024-02,1
731,2024-02-27,8400,11220,2024-03-19,468,2024-02,1
731,2024-02-27,8400,11220,2024-03-26,468,2024-02,1
731,2024-02-27,8400,11220,2024-04-02,468,2024-02,2
731,2024-02-27,8400,11220,2024-04-09,468,2024-02,2
731,2024-02-27,8400,11220,2024-04-16,467,2024-02,2
731,2024-02-27,8400,11220,2024-04-23,467,2024-02,2
731,2024-02-27,8400,11220,2024-04-30,468,2024-02,2
731,2024-02-27,8400,11220,2024-05-07,470,2024-02,3
731,2024-02-27,8400,11220,2024-05-14,468,2024-02,3
731,2024-02-27,8400,11220,2024-05-21,468,2024-02,3
731,2024-02-27,8400,11220,2024-05-28,500,2024-02,3
731,2024-02-27,8400,11220,2024-06-04,500,2024-02,4
731,2024-02-27,8400,11220,2024-06-11,500,2024-02,4
731,2024-02-27,8400,11220,2024-06-18,460,2024-02,4
731,2024-02-27,8400,11220,2024-06-25,500,2024-02,4
731,2024-02-27,8400,11220,2024-07-02,500,2024-02,5
731,2024-02-27,8400,11220,2024-07-09,2644,2024-02,5
733,2024-03-03,7800,10440,2024-03-10,435,2024-03,0
733,2024-03-03,7800,10440,2024-03-17,435,2024-03,0
733,2024-03-03,7800,10440,2024-03-24,435,2024-03,0
733,2024-03-03,7800,10440,2024-03-31,435,2024-03,0
733,2024-03-03,7800,10440,2024-04-07,435,2024-03,1
733,2024-03-03,7800,10440,2024-04-14,435,2024-03,1
733,2024-03-03,7800,10440,2024-04-21,435,2024-03,1
733,2024-03-03,7800,10440,2024-04-28,435,2024-03,1
733,2024-03-03,7800,10440,2024-05-05,435,2024-03,2
733,2024-03-03,7800,10440,2024-05-12,435,2024-03,2
733,2024-03-03,7800,10440,2024-05-19,435,2024-03,2
733,2024-03-03,7800,10440,2024-05-26,435,2024-03,2
733,2024-03-03,7800,10440,2024-06-02,435,2024-03,3
733,2024-03-03,7800,10440,2024-06-09,435,2024-03,3
733,2024-03-03,7800,10440,2024-06-16,435,2024-03,3
733,2024-03-03,7800,10440,2024-06-23,435,2024-03,3
733,2024-03-03,7800,10440,2024-06-30,435,2024-03,3
733,2024-03-03,7800,10440,2024-07-07,435,2024-03,4
733,2024-03-03,7800,10440,2024-07-14,435,2024-03,4
733,2024-03-03,7800,10440,2024-07-21,0,2024-03,4
733,2024-03-03,7800,10440,2024-07-28,435,2024-03,4
733,2024-03-03,7800,10440,2024-08-04,870,2024-03,5
733,2024-03-03,7800,10440,2024-08-11,435,2024-03,5
733,2024-03-03,7800,10440,2024-08-18,435,2024-03,5
734,2024-03-03,21450,28215,2024-03-10,1176,2024-03,0
734,2024-03-03,21450,28215,2024-03-17,1176,2024-03,0
734,2024-03-03,21450,28215,2024-03-24,1176,2024-03,0
734,2024-03-03,21450,28215,2024-03-31,1176,2024-03,0
734,2024-03-03,21450,28215,2024-04-07,1176,2024-03,1
734,2024-03-03,21450,28215,2024-04-14,1176,2024-03,1
734,2024-03-03,21450,28215,2024-04-21,1176,2024-03,1
734,2024-03-03,21450,28215,2024-04-28,1176,2024-03,1
734,2024-03-03,21450,28215,2024-05-05,1176,2024-03,2
734,2024-03-03,21450,28215,2024-05-12,1176,2024-03,2
734,2024-03-03,21450,28215,2024-05-19,1176,2024-03,2
734,2024-03-03,21450,28215,2024-05-26,1176,2024-03,2
734,2024-03-03,21450,28215,2024-06-02,1176,2024-03,3
734,2024-03-03,21450,28215,2024-06-09,1176,2024-03,3
734,2024-03-03,21450,28215,2024-06-16,1176,2024-03,3
734,2024-03-03,21450,28215,2024-06-23,1176,2024-03,3
734,2024-03-03,21450,28215,2024-06-30,1176,2024-03,3
734,2024-03-03,21450,28215,2024-07-07,1176,2024-03,4
734,2024-03-03,21450,28215,2024-07-14,1176,2024-03,4
734,2024-03-03,21450,28215,2024-07-21,0,2024-03,4
734,2024-03-03,21450,28215,2024-07-28,1600,2024-03,4
734,2024-03-03,21450,28215,2024-08-04,1400,2024-03,5
734,2024-03-03,21450,28215,2024-08-11,1250,2024-03,5
734,2024-03-03,21450,28215,2024-10-28,1621,2024-03,7
735,2024-03-04,9520,12720,2024-03-11,530,2024-03,0
735,2024-03-04,9520,12720,2024-03-18,530,2024-03,0
735,2024-03-04,9520,12720,2024-03-25,530,2024-03,0
735,2024-03-04,9520,12720,2024-04-01,530,2024-03,1
735,2024-03-04,9520,12720,2024-04-08,530,2024-03,1
735,2024-03-04,9520,12720,2024-04-15,530,2024-03,1
735,2024-03-04,9520,12720,2024-04-22,530,2024-03,1
735,2024-03-04,9520,12720,2024-04-29,530,2024-03,1
735,2024-03-04,9520,12720,2024-05-06,0,2024-03,2
735,2024-03-04,9520,12720,2024-05-13,0,2024-03,2
735,2024-03-04,9520,12720,2024-05-20,0,2024-03,2
735,2024-03-04,9520,12720,2024-05-27,0,2024-03,2
735,2024-03-04,9520,12720,2024-06-03,0,2024-03,3
735,2024-03-04,9520,12720,2024-06-10,0,2024-03,3
735,2024-03-04,9520,12720,2024-06-17,0,2024-03,3
735,2024-03-04,9520,12720,2024-06-24,0,2024-03,3
735,2024-03-04,9520,12720,2024-07-01,0,2024-03,4
735,2024-03-04,9520,12720,2024-07-08,0,2024-03,4
735,2024-03-04,9520,12720,2024-07-15,3180,2024-03,4
735,2024-03-04,9520,12720,2024-07-22,0,2024-03,4
735,2024-03-04,9520,12720,2024-07-29,0,2024-03,4
735,2024-03-04,9520,12720,2024-08-05,0,2024-03,5
735,2024-03-04,9520,12720,2024-08-12,2120,2024-03,5
735,2024-03-04,9520,12720,2024-08-19,1060,2024-03,5
735,2024-03-04,9520,12720,2024-08-26,0,2024-03,5
735,2024-03-04,9520,12720,2024-09-02,2000,2024-03,6
735,2024-03-04,9520,12720,2024-09-09,0,2024-03,6
735,2024-03-04,9520,12720,2024-09-16,520,2024-03,6
736,2024-03-04,11920,15835,2024-03-11,660,2024-03,0
736,2024-03-04,11920,15835,2024-03-18,660,2024-03,0
736,2024-03-04,11920,15835,2024-03-25,660,2024-03,0
736,2024-03-04,11920,15835,2024-04-01,660,2024-03,1
736,2024-03-04,11920,15835,2024-04-08,660,2024-03,1
736,2024-03-04,11920,15835,2024-04-15,660,2024-03,1
736,2024-03-04,11920,15835,2024-04-22,660,2024-03,1
736,2024-03-04,11920,15835,2024-04-29,660,2024-03,1
736,2024-03-04,11920,15835,2024-05-06,660,2024-03,2
736,2024-03-04,11920,15835,2024-05-13,660,2024-03,2
736,2024-03-04,11920,15835,2024-05-20,660,2024-03,2
736,2024-03-04,11920,15835,2024-05-27,660,2024-03,2
736,2024-03-04,11920,15835,2024-06-03,660,2024-03,3
736,2024-03-04,11920,15835,2024-06-10,660,2024-03,3
736,2024-03-04,11920,15835,2024-06-17,660,2024-03,3
736,2024-03-04,11920,15835,2024-06-24,660,2024-03,3
736,2024-03-04,11920,15835,2024-07-01,660,2024-03,4
736,2024-03-04,11920,15835,2024-07-08,660,2024-03,4
736,2024-03-04,11920,15835,2024-07-15,660,2024-03,4
736,2024-03-04,11920,15835,2024-07-22,0,2024-03,4
736,2024-03-04,11920,15835,2024-07-29,900,2024-03,4
736,2024-03-04,11920,15835,2024-08-05,0,2024-03,5
736,2024-03-04,11920,15835,2024-08-12,1200,2024-03,5
736,2024-03-04,11920,15835,2024-08-19,1195,2024-03,5
737,2024-03-04,10580,14030,2024-03-11,585,2024-03,0
737,2024-03-04,10580,14030,2024-03-18,585,2024-03,0
737,2024-03-04,10580,14030,2024-03-25,585,2024-03,0
737,2024-03-04,10580,14030,2024-04-01,585,2024-03,1
737,2024-03-04,10580,14030,2024-04-08,585,2024-03,1
737,2024-03-04,10580,14030,2024-04-15,585,2024-03,1
737,2024-03-04,10580,14030,2024-04-22,585,2024-03,1
737,2024-03-04,10580,14030,2024-04-29,585,2024-03,1
737,2024-03-04,10580,14030,2024-05-06,585,2024-03,2
737,2024-03-04,10580,14030,2024-05-13,585,2024-03,2
737,2024-03-04,10580,14030,2024-05-20,585,2024-03,2
737,2024-03-04,10580,14030,2024-05-27,585,2024-03,2
737,2024-03-04,10580,14030,2024-06-03,585,2024-03,3
737,2024-03-04,10580,14030,2024-06-10,585,2024-03,3
737,2024-03-04,10580,14030,2024-06-17,585,2024-03,3
737,2024-03-04,10580,14030,2024-06-24,585,2024-03,3
737,2024-03-04,10580,14030,2024-07-01,585,2024-03,4
737,2024-03-04,10580,14030,2024-07-08,585,2024-03,4
737,2024-03-04,10580,14030,2024-07-15,585,2024-03,4
737,2024-03-04,10580,14030,2024-07-22,0,2024-03,4
737,2024-03-04,10580,14030,2024-07-29,700,2024-03,4
737,2024-03-04,10580,14030,2024-08-05,585,2024-03,5
737,2024-03-04,10580,14030,2024-08-12,1630,2024-03,5
738,2024-03-04,9520,12720,2024-03-11,530,2024-03,0
738,2024-03-04,9520,12720,2024-03-18,530,2024-03,0
738,2024-03-04,9520,12720,2024-03-25,530,2024-03,0
738,2024-03-04,9520,12720,2024-04-01,530,2024-03,1
738,2024-03-04,9520,12720,2024-04-08,530,2024-03,1
738,2024-03-04,9520,12720,2024-04-15,530,2024-03,1
738,2024-03-04,9520,12720,2024-04-22,530,2024-03,1
738,2024-03-04,9520,12720,2024-04-29,530,2024-03,1
738,2024-03-04,9520,12720,2024-05-06,530,2024-03,2
738,2024-03-04,9520,12720,2024-05-13,530,2024-03,2
738,2024-03-04,9520,12720,2024-05-20,530,2024-03,2
738,2024-03-04,9520,12720,2024-05-27,530,2024-03,2
738,2024-03-04,9520,12720,2024-06-03,530,2024-03,3
738,2024-03-04,9520,12720,2024-06-10,530,2024-03,3
738,2024-03-04,9520,12720,2024-06-17,530,2024-03,3
738,2024-03-04,9520,12720,2024-06-24,530,2024-03,3
738,2024-03-04,9520,12720,2024-07-01,530,2024-03,4
738,2024-03-04,9520,12720,2024-07-08,530,2024-03,4
738,2024-03-04,9520,12720,2024-07-15,530,2024-03,4
738,2024-03-04,9520,12720,2024-07-22,0,2024-03,4
738,2024-03-04,9520,12720,2024-07-29,1060,2024-03,4
